DataYear,EnrollDistrictID,ResidentDistrictID,EnrollingDistrictNumber,EnrollingDistrictType,EnrollingDistrict,CountofOpenEnrolled,ResidentDistrictNumber,ResidentDistrictType,ResidentDistrict
11-12,0482-01-000,0047-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    
11-12,0482-01-000,0116-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,11.0,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    
11-12,0482-01-000,0181-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,5.0,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    
11-12,0482-01-000,0186-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0186,01,PEQUOT LAKES PUBLIC SCHOOLS        
11-12,0482-01-000,0473-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0473,01,ISLE PUBLIC SCHOOL DISTRICT        
11-12,0482-01-000,0480-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT      
11-12,0482-01-000,0484-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,26.0,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       
11-12,0482-01-000,0485-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,39.0,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    
11-12,0482-01-000,0486-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,22.0,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT   
11-12,0482-01-000,0487-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,3.0,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      
11-12,0482-01-000,0742-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT   
11-12,0482-01-000,0748-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT
11-12,0482-01-000,0786-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.  
11-12,0482-01-000,0787-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT 
11-12,0482-01-000,2155-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,2155,01,WADENA-DEER CREEK SCHOOL DISTRICT  
11-12,0482-01-000,2170-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,8.0,2170,01,STAPLES-MOTLEY SCHOOL DISTRICT     
11-12,0482-01-000,2753-01-000,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,1.0,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST
11-12,0484-01-000,0047-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,5.0,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    
11-12,0484-01-000,0051-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,4.0,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       
11-12,0484-01-000,0181-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,46.0,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    
11-12,0484-01-000,0480-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,86.0,0480,01,ONAMIA PUBLIC SCHOOL DISTRICT      
11-12,0484-01-000,0482-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,81.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
11-12,0484-01-000,0485-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,16.0,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    
11-12,0484-01-000,0544-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,1.0,0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT
11-12,0484-01-000,0801-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,1.0,0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.  
11-12,0484-01-000,0912-01-000,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       ,12.0,0912,01,MILACA PUBLIC SCHOOL DISTRICT      
11-12,0485-01-000,0047-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,159.0,0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS    
11-12,0485-01-000,0051-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,8.0,0051,01,FOLEY PUBLIC SCHOOL DISTRICT       
11-12,0485-01-000,0482-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,64.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
11-12,0485-01-000,0484-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,21.0,0484,01,PIERZ PUBLIC SCHOOL DISTRICT       
11-12,0485-01-000,0487-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,3.0,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      
11-12,0485-01-000,0738-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,12.0,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT 
11-12,0485-01-000,0742-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,6.0,0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT   
11-12,0485-01-000,0748-01-000,0485,01,ROYALTON PUBLIC SCHOOL DISTRICT    ,5.0,0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT
11-12,0486-01-000,0482-01-000,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT   ,27.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
11-12,0486-01-000,0487-01-000,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT   ,1.0,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      
11-12,0486-01-000,2753-01-000,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT   ,51.0,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST
11-12,0487-01-000,0482-01-000,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      ,30.0,0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT
11-12,0487-01-000,0486-01-000,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      ,10.0,0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT   
11-12,0487-01-000,0738-01-000,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      ,8.0,0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT 
11-12,0487-01-000,0740-01-000,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      ,10.0,0740,01,MELROSE PUBLIC SCHOOL DISTRICT     
11-12,0487-01-000,2753-01-000,0487,01,UPSALA PUBLIC SCHOOL DISTRICT      ,64.0,2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DIST
11-12,0492-01-000,0203-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,20.0,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT    
11-12,0492-01-000,0241-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,13.0,0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT  
11-12,0492-01-000,0424-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,1.0,0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST. 
11-12,0492-01-000,0497-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,18.0,0497,01,LYLE PUBLIC SCHOOL DISTRICT        
11-12,0492-01-000,0500-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,7.0,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   
11-12,0492-01-000,0535-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,3.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
11-12,0492-01-000,0756-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,17.0,0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST
11-12,0492-01-000,2886-01-000,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      ,2.0,2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT   
11-12,0495-01-000,0499-01-000,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,4.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
11-12,0495-01-000,0500-01-000,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,27.0,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   
11-12,0495-01-000,0534-01-000,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,4.0,0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT
11-12,0495-01-000,2137-01-000,0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,8.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
11-12,0497-01-000,0492-01-000,0497,01,LYLE PUBLIC SCHOOL DISTRICT        ,86.0,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      
11-12,0497-01-000,0500-01-000,0497,01,LYLE PUBLIC SCHOOL DISTRICT        ,1.0,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   
11-12,0497-01-000,2886-01-000,0497,01,LYLE PUBLIC SCHOOL DISTRICT        ,4.0,2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT   
11-12,0499-01-000,0497-01-000,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     ,1.0,0497,01,LYLE PUBLIC SCHOOL DISTRICT        
11-12,0499-01-000,0500-01-000,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     ,3.0,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   
11-12,0499-01-000,0535-01-000,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     ,1.0,0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT   
11-12,0499-01-000,2137-01-000,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     ,3.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
11-12,0500-01-000,0203-01-000,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,6.0,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT    
11-12,0500-01-000,0492-01-000,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,12.0,0492,01,AUSTIN PUBLIC SCHOOL DISTRICT      
11-12,0500-01-000,0497-01-000,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,20.0,0497,01,LYLE PUBLIC SCHOOL DISTRICT        
11-12,0500-01-000,0499-01-000,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,3.0,0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS     
11-12,0500-01-000,2137-01-000,0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT   ,1.0,2137,01,KINGSLAND PUBLIC SCHOOL DISTRICT   
11-12,0505-01-000,0513-01-000,0505,01,FULDA PUBLIC SCHOOL DISTRICT       ,4.0,0513,01,BREWSTER PUBLIC SCHOOL DISTRICT    
11-12,0505-01-000,0516-01-000,0505,01,FULDA PUBLIC SCHOOL DISTRICT       ,4.0,0516,01,ROUND LAKE PUBLIC SCHOOL DISTRICT  
11-12,0505-01-000,0518-01-000,0505,01,FULDA PUBLIC SCHOOL DISTRICT       ,7.0,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT 
11-12,0505-01-000,2169-01-000,0505,01,FULDA PUBLIC SCHOOL DISTRICT       ,6.0,2169,01,MURRAY COUNTY CENTRAL SCHOOL DIST. 
11-12,0505-01-000,2898-01-000,0505,01,FULDA PUBLIC SCHOOL DISTRICT       ,2.0,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS     
11-12,0507-01-000,0077-01-000,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    ,7.0,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     
11-12,0507-01-000,0088-01-000,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    ,23.0,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     
11-12,0507-01-000,0508-01-000,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    ,4.0,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   
11-12,0507-01-000,2071-01-000,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    ,9.0,2071,01,LAKE CRYSTAL-WELLCOME MEMORIAL     
11-12,0507-01-000,2310-01-000,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    ,4.0,2310,01,SIBLEY EAST SCHOOL DISTRICT        
11-12,0508-01-000,0077-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,12.0,0077,01,MANKATO PUBLIC SCHOOL DISTRICT     
11-12,0508-01-000,0088-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,3.0,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT     
11-12,0508-01-000,0391-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,18.0,0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT   
11-12,0508-01-000,0392-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,2.0,0392,01,LE CENTER PUBLIC SCHOOL DISTRICT   
11-12,0508-01-000,0507-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,9.0,0507,01,NICOLLET PUBLIC SCHOOL DISTRICT    
11-12,0508-01-000,0837-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,1.0,0837,01,MADELIA PUBLIC SCHOOL DISTRICT     
11-12,0508-01-000,2310-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,2.0,2310,01,SIBLEY EAST SCHOOL DISTRICT        
11-12,0508-01-000,2397-01-000,0508,01,ST. PETER PUBLIC SCHOOL DISTRICT   ,7.0,2397,01,LE SUEUR-HENDERSON SCHOOL DISTRICT 
11-12,0511-01-000,0505-01-000,0511,01,ADRIAN PUBLIC SCHOOL DISTRICT      ,5.0,0505,01,FULDA PUBLIC SCHOOL DISTRICT       
11-12,0511-01-000,0514-01-000,0511,01,ADRIAN PUBLIC SCHOOL DISTRICT      ,23.0,0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT   
11-12,0511-01-000,0518-01-000,0511,01,ADRIAN PUBLIC SCHOOL DISTRICT      ,116.0,0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT 
